"assay","plate","type","homogenate","dilution_factor_unknownsample_pbs","well_content","tech_rep","date_assay","sod_calc_maybeError","pre_xan_ox_abs450","post_xan_ox_abs450","known_sod_u_ml","delta_abs","blank_delta","blank_corrected_abs","a_coef_sod","b_coef_sod","sod_u_ml_calc","dilution_n","sod_u_ml_final"
"sod",2,"unknown",98,"1:3","Hom 98 1:3 R1","R1","7/2/24",5.480666227,0.0606,0.5832,NA,0.5226,0.7678,-0.2452,-0.544699047619048,-0.153181237455759,0.141537005470357,3,0.42461101641107
"sod",2,"unknown",98,"1:3","Hom 98 1:3 R2","R2","7/2/24",4.528437669,0.0532,0.605,NA,0.5518,0.7678,-0.216,-0.544699047619048,-0.153181237455759,0.116972321399763,3,0.35091696419929
"sod",2,"unknown",101,"1:3","Hom 101 1:3 R1","R1","7/2/24",8.953784938,0.0574,0.5049,NA,0.4475,0.7678,-0.3203,-0.544699047619048,-0.153181237455759,0.231095287766214,3,0.693285863298643
"sod",2,"unknown",101,"1:3","Hom 101 1:3 R2","R2","7/2/24",12.80188827,0.0559,0.4487,NA,0.3928,0.7678,-0.375,-0.544699047619048,-0.153181237455759,0.330274282563609,3,0.990822847690826
"sod",2,"standard",2,NA,"Std 2 R1","R1","7/2/24",NA,0.0458,0.1675,2,0.1217,0.7678,-0.6461,-0.544699047619048,-0.153181237455759,1.93860217277987,NA,1.93860217277987
"sod",2,"standard",3,NA,"Std 3 R1","R1","7/2/24",NA,0.0525,0.2564,1,0.2039,0.7678,-0.5639,-0.544699047619048,-0.153181237455759,1.13354278800053,NA,1.13354278800053
"sod",2,"standard",4,NA,"Std 4 R1","R1","7/2/24",NA,0.0461,0.344,0.5,0.2979,0.7678,-0.4699,-0.544699047619048,-0.153181237455759,0.613666143328476,NA,0.613666143328476
"sod",2,"standard",5,NA,"Std 5 R1","R1","7/2/24",NA,0.048,0.5119,0.25,0.4639,0.7678,-0.3039,-0.544699047619048,-0.153181237455759,0.20763202578783,NA,0.20763202578783
"sod",2,"standard",6,NA,"Std 6 R1","R1","7/2/24",NA,0.044,0.5688,0.125,0.5248,0.7678,-0.243,-0.544699047619048,-0.153181237455759,0.139518768495622,NA,0.139518768495622
"sod",2,"standard",7,NA,"Std 7 R1","R1","7/2/24",NA,0.0491,0.6342,0.0625,0.5851,0.7678,-0.1827,-0.544699047619048,-0.153181237455759,0.0941178564922276,NA,0.0941178564922276
"sod",2,"standard",8,NA,"Std 8 R1","R1","7/2/24",NA,0.0545,0.8087,0,0.7542,0.7678,-0.0136000000000001,-0.544699047619048,-0.153181237455759,0.0312065088607086,NA,0.0312065088607086
"sod",2,"standard",2,NA,"Std 2 R2","R2","7/2/24",NA,0.043,0.1512,2,0.1082,0.7678,-0.6596,-0.544699047619048,-0.153181237455759,2.11720766593539,NA,2.11720766593539
"sod",2,"standard",3,NA,"Std 3 R2","R2","7/2/24",NA,0.0471,0.2325,1,0.1854,0.7678,-0.5824,-0.544699047619048,-0.153181237455759,1.27905293562308,NA,1.27905293562308
"sod",2,"standard",4,NA,"Std 4 R2","R2","7/2/24",NA,0.0461,0.4412,0.5,0.3951,0.7678,-0.3727,-0.544699047619048,-0.153181237455759,0.325352293355832,NA,0.325352293355832
"sod",2,"standard",5,NA,"Std 5 R2","R2","7/2/24",NA,0.0434,0.5138,0.25,0.4704,0.7678,-0.2974,-0.544699047619048,-0.153181237455759,0.199005808134554,NA,0.199005808134554
"sod",2,"standard",6,NA,"Std 6 R2","R2","7/2/24",NA,0.0451,0.6208,0.125,0.5757,0.7678,-0.1921,-0.544699047619048,-0.153181237455759,0.100074309717528,NA,0.100074309717528
"sod",2,"standard",7,NA,"Std 7 R2","R2","7/2/24",NA,0.0455,0.7018,0.0625,0.6563,0.7678,-0.1115,-0.544699047619048,-0.153181237455759,0.059130029315025,NA,0.059130029315025
"sod",2,"standard",8,NA,"Std 8 R2","R2","7/2/24",NA,0.0518,0.8332,0,0.7814,0.7678,0.0136000000000001,-0.544699047619048,-0.153181237455759,0.0261293512551042,NA,0.0261293512551042
