Gene,SYMBOL,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12
g8031,CTBS,5.067762836,4.466479024,5.059463499,5.943928463,4.541816731,5.016330896,4.213847448,4.832087847,4.747919221,3.994825115,4.921956963,3.993701978
g8032,CTBS,4.973092972,4.793495502,4.560916795,5.387330541,3.88197828,5.361786451,3.819179876,4.743389363,4.794415317,3.220503274,4.871528498,4.414894703
g8033,TSPAN13,5.455850324,5.522799279,5.388353406,5.576351028,5.22867062,5.459227343,5.50246677,5.348917792,5.380587048,5.0507832,5.035935365,5.503102102
g8034,ydaC,-0.750882431,-2.750286568,-2.750286568,-1.614706626,-0.241293091,-1.558160236,-1.340825933,0.014832992,-0.903365747,-1.51068545,-2.750286568,-2.750286568
g8035,g8035,3.308588034,2.784011038,2.00107937,3.613546282,2.589549805,2.790312463,2.449159682,2.567167775,2.745253261,2.384970403,3.136138832,2.574312636
g8036,Hex-A,6.121066819,5.434041552,5.589920541,5.890033249,5.287028959,5.970545463,5.324608079,5.470095813,5.490926776,5.287219484,5.924522939,6.272386295
g8037,g8037,3.343322663,2.765526637,3.778000433,4.158137691,2.310559247,5.797028268,5.948614204,5.579135388,3.006612919,3.160611438,5.166003791,4.449816668
g8038,g8038,-2.750286568,-2.750286568,-2.750286568,3.301166645,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,1.047382868,-2.750286568,2.91971404
g8039,OVCH1,2.783986744,3.338806835,2.863018654,3.44152562,2.72114291,5.106331957,5.502615771,5.393285629,3.270899805,3.012787131,4.922522148,3.94406695
g804,g804,-2.750286568,2.113058988,-2.750286568,-2.750286568,2.126375704,1.643596919,1.706439324,-2.750286568,-0.017303017,-1.705422071,-2.750286568,1.835544158
g8040,g8040,2.056994043,1.120558638,1.569422509,2.066080667,2.771893788,1.616879167,0.864527324,2.704912181,2.395470165,2.757707947,1.534841423,1.197439414
g8041,g8041,1.802947444,1.277682284,1.852489611,1.721553882,1.14380475,1.762666829,2.626119614,1.153471646,1.980144785,1.616893268,2.308319826,3.417426314
g8042,g8042,6.52466701,5.472045008,5.986586055,6.649086997,6.484163989,5.712466733,5.270844374,5.675723533,4.453340204,4.777090656,3.312634543,4.149458788
g8043,g8043,6.698151764,6.765195144,6.721592072,7.228453655,6.987990419,6.469934621,6.255970344,8.243708572,7.122935618,6.250908378,6.565874176,5.400137084
g8044,g8044,5.630364069,4.907765285,6.030849387,7.082290065,5.673529995,5.798154611,5.518248165,6.07924516,6.270818405,4.978303142,5.805626344,4.812901673
g8045,KCNA5,1.43875158,0.479954088,0.491727618,0.311269514,2.228158259,0.37132848,0.359971481,-1.959146029,-0.381911437,1.117569431,0.345708465,0.443945598
g8046,g8046,5.899146516,4.88786963,6.376485524,6.291113102,5.94625871,7.155873137,6.141333387,6.500475646,6.763106637,5.025218566,7.24370974,6.366668718
g8047,g8047,6.287879229,5.046129997,6.859240319,6.714181716,6.291676976,8.077009284,6.655797772,6.686822959,6.996100487,5.403339209,8.133700745,7.085872214
g8048,g8048,3.034433174,2.345413197,3.007221036,2.677449193,3.874256918,2.909546403,2.927210603,3.118104167,3.221501083,2.055741338,3.52487892,3.066832663
g8049,g8049,6.210947123,4.650481027,7.055200401,6.536525209,5.758062175,7.483558939,6.634442875,6.591290819,6.101225636,4.977321638,7.366740706,4.96939213
g805,g805,-1.581384964,-1.783271615,0.562058431,-0.998311638,-2.750286568,-2.750286568,-0.796611815,-2.750286568,-0.000131025,-2.750286568,-0.221111255,1.159508256
g8050,g8050,1.947028888,3.469916572,2.140265361,1.548003579,1.803994635,2.055853577,-1.052691174,1.538522669,-0.362748556,-1.16936161,0.101113893,1.135802972
g8051,g8051,5.536669328,4.590723487,6.817331894,4.329529842,5.286451864,6.076668758,5.965479861,3.454875505,2.86532756,0.947357575,3.30061175,4.394903324
g8052,g8052,2.794578194,2.462557063,2.292900945,1.982531831,1.983355262,2.380348487,3.398789329,1.89312777,2.412221524,2.070628245,3.137739661,2.220146592
g8053,g8053,-1.326241346,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g8054,g8054,-0.964387767,-2.750286568,-0.63947481,-2.750286568,-2.750286568,-2.750286568,-1.055310037,-1.973320546,-2.750286568,-2.750286568,-0.876948607,-2.750286568
g8055,g8055,2.037786262,2.128818259,1.599536094,2.217161668,2.99168061,3.072086641,1.371057167,0.983566273,1.815025112,1.026312904,1.784700692,2.737825025
g8056,CCDC43,4.748056269,4.17698244,4.686612832,4.747507379,4.637569216,4.563627812,4.405884323,3.950256198,3.842139061,3.310123436,4.903581041,4.138952739
g8057,GHSR,4.848561916,5.25690938,4.950687909,5.173749708,4.983703699,4.909222281,4.779875562,5.117000462,3.934749806,2.665659111,3.861473739,4.803852385
g8058,GHSR,0.364219652,1.225761111,1.867560364,1.564670723,1.195193435,1.137683178,0.777781624,3.405311134,1.089106179,0.905210906,-0.488807476,2.201699103
g8059,atl,4.121193671,3.713373682,4.488993148,4.433431557,4.579492278,4.582773369,2.993225042,4.432516195,4.224777461,4.329568568,4.784823902,3.384337631
g806,DYM,5.79976844,5.431572435,5.440215945,5.61950903,5.220928883,5.15781997,5.112363939,5.61237048,5.210201771,5.127654067,5.104560643,5.001070028
g8060,MUSK/MRC1,-0.290594222,-2.750286568,2.237595977,0.497708291,3.775774256,1.305350331,-2.750286568,-0.418305814,-1.807541313,-2.750286568,-2.09222772,-2.750286568
g8061,g8061,5.818492556,6.150878136,5.916744888,4.742167776,5.709252859,6.112165415,5.788552347,6.07682987,6.050561329,5.763169498,6.106910828,6.048016494
g8062,CHKA,6.471107932,6.161081987,6.363940309,6.458503367,6.522865053,6.879880748,6.292729294,5.84496777,6.470077935,5.55476486,6.652127932,6.360929273
g8063,HMCN2,2.681243753,1.585452178,-1.113813926,1.333500436,0.063544118,1.442914608,1.625146199,2.231406063,0.658583766,1.883715405,0.554746228,1.50570612
g8064,SH3GL1,6.990038839,7.280186006,6.965686804,6.713035728,6.981257899,7.279659192,7.363590873,6.425824074,6.460956887,6.145058794,6.5204887,7.392958009
g8065,PTPRN,5.333778041,5.194193077,5.90342604,5.407056215,5.653014936,6.067256036,5.211724308,5.682785359,5.886527267,5.152252901,5.420099991,4.77917238
g8066,SLC2A4,5.887508437,5.591581206,4.923489087,4.809006356,4.96401284,4.807033738,5.156692436,4.23248247,4.505621474,5.351005274,6.274528597,5.441958909
g8067,STYK1,-0.133779765,0.012910465,2.418200041,1.20764,1.835042454,-0.708254771,1.456377605,1.431616514,2.733219179,1.591586906,1.804295927,2.191853574
g8068,g8068,2.011997861,-0.018514691,0.924527977,1.513526958,1.774317517,1.769582588,0.998744623,0.956988255,2.408579924,-0.641339752,3.326435625,-0.387031593
g8069,g8069,7.573284112,7.844440819,7.68538161,6.396110711,6.936880661,7.747085674,7.95505757,6.981631128,7.428695629,6.523960206,7.612596757,6.984955461
g807,UBE4B,5.131442353,4.515850104,4.767587281,4.681835748,5.255504918,4.580037646,4.555866632,5.090837418,5.125697741,4.291693706,4.7636722,4.153431516
g8070,g8070,6.576850876,5.783786264,6.269814907,4.984190576,5.818471552,7.306981374,8.110268661,4.875655449,7.252783784,5.391200544,7.109560232,5.136123357
g8071,g8071,5.38629775,5.137982626,5.176204591,4.6320145,4.647312369,5.357667104,5.169106063,4.803730703,3.908805686,3.803996031,5.949381334,5.512018069
g8072,g8072,4.822517789,4.140763192,4.910720251,4.599221462,5.028257149,5.70060028,6.668432434,4.729233324,6.356187853,4.811082527,6.302853908,6.238670216
g8073,g8073,2.189630145,1.533603843,3.058171373,1.811995007,2.189802905,3.050303025,2.507674596,2.708691615,1.743775329,1.61383603,2.270320449,1.810429633
g8074,COX6A1,6.113191547,6.407245677,6.336946307,6.501585816,6.685749577,5.853637586,5.691562586,6.779068398,7.014713215,6.65633382,5.521877662,5.803878564
g8075,g8075,3.679160634,3.785540254,4.24222463,2.280579304,3.780461728,4.218661585,2.60404445,4.866397054,3.714179885,4.69128278,3.608966164,3.047933694
g8076,g8076,2.111731708,1.705876626,1.682220894,2.486147659,4.13706109,2.890352677,-0.281440161,3.897341191,1.505672839,2.726979173,1.396664084,-0.649987128
g8077,KIAA0753,4.92505872,4.743253593,4.806719008,4.460557279,4.35281444,4.665208841,4.07086477,4.052717269,4.364915992,4.29510357,4.881160384,4.381636823
g8078,g8078,1.77797109,3.767347434,1.935011888,1.638738788,2.048357907,-0.424118397,2.923079878,3.782293375,1.35234114,4.889692994,2.733998601,3.980473371
g8079,g8079,-1.314920177,-2.750286568,-2.750286568,-0.999837912,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g808,g808,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,0.017597394,-0.853835919,-2.750286568,-2.750286568,0.261404197,-1.084549151
g8080,g8080,-1.105908825,1.166131938,0.476417399,-2.081215601,-0.089536594,-0.458969022,0.714682772,0.431193381,-1.737824042,1.535858456,0.21207629,0.832429562
g8081,g8081,4.108338583,3.263171977,3.495371922,4.433019045,4.179053204,3.943641935,4.158494068,4.465742389,4.087776634,3.896387578,4.833419233,3.338669778
g8082,g8082,3.331057493,2.140103589,3.751162375,4.527729842,4.503839497,4.716808296,1.981301312,4.641362193,3.518747155,2.568835497,3.698744603,0.640952225
g8083,GARS,6.771254386,6.269888467,6.079675757,6.402758128,5.765048912,6.489051703,8.439273385,6.860674416,5.513287957,5.949558338,7.066905663,7.595981274
g8084,g8084,6.43880673,5.763499191,6.347012123,7.135580232,6.221335904,6.428063002,7.903625552,7.275795872,6.498792797,5.815202228,8.190725599,6.912971495
g8085,g8085,3.433025396,1.336451413,5.317646502,6.106156205,6.889652976,6.167109463,3.316157455,5.248788422,5.13477615,5.486270804,6.469981777,1.941492422
g8086,CEP97,6.099609325,5.799870392,6.259447821,6.339371496,6.432513357,6.583169843,5.425619781,6.535148815,5.298934194,6.168617845,6.506305554,6.083981246
g8087,g8087,2.531141809,0.354456282,1.956550275,2.412119425,1.879131801,3.241903613,2.877871977,1.164546728,2.272160481,1.625790787,3.034464984,3.541515883
g8088,g8088,5.908135177,5.389743256,6.031088834,6.154633772,6.358095675,6.440549052,6.171938769,6.68685262,6.292978175,5.868018475,6.736452227,6.010442701
g8089,g8089,-2.750286568,-2.159036988,-1.218265071,-2.750286568,-0.411577647,-2.750286568,-2.750286568,-2.750286568,-0.211213043,-2.750286568,-2.750286568,-1.698828827
g809,g809,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g8090,g8090,-0.116428779,0.846553112,2.488133125,1.376061559,0.60041523,0.275624804,0.129418813,1.956185037,-0.442065192,1.657455367,0.992815035,1.17008184
g8091,HMCN1,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.104986816,-0.8851602,-2.750286568,-2.750286568
g8092,g8092,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g8093,HMCN1,-2.750286568,0.22268277,-1.672495263,0.08100805,0.67707054,-2.750286568,-0.954784083,-0.843649042,-2.750286568,1.549705123,-0.706238468,0.083979841
g8094,g8094,2.068463082,-0.621398159,0.680426699,1.956324017,-0.460571475,2.018029711,2.139375793,0.650999567,-2.750286568,0.519090986,2.490802279,1.784931533
g8095,TTN,0.287647403,-2.750286568,2.548812003,3.445269,1.242112987,1.68453404,-2.750286568,2.33393271,-1.749669633,-2.750286568,-1.158039681,0.455689633
g8096,BCAN,4.228032048,2.749769316,3.070426561,4.35590749,3.615378527,4.929222215,3.7647127,1.97135878,-2.750286568,3.417722097,5.041224757,4.174967501
g8097,g8097,-2.750286568,-1.744568115,-1.221858018,-1.234253177,-2.750286568,-2.750286568,-2.750286568,0.268425791,-2.750286568,-0.863695242,-2.750286568,-1.692469553
g8098,TMEM236,2.591454924,2.785561953,3.745905104,2.613351868,3.628402574,3.156321308,2.848486394,4.266700891,3.485759478,2.245237492,2.911639127,3.045141699
g8099,g8099,-2.750286568,4.093385794,4.651066253,2.888004707,4.14327422,2.136668456,1.516698673,3.836567714,4.004507333,2.457955,-1.348961379,3.295897201
g81,ITLN1,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g810,g810,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-0.873639496,-2.750286568,-1.665468578,-2.750286568,0.414785207,-2.750286568,-2.750286568,-2.321236457
g8100,g8100,-2.750286568,-1.162854112,-0.43158558,-1.240243017,-1.553451271,-2.750286568,-1.663161314,-1.65829164,-0.593528575,-2.750286568,-2.158435432,-2.750286568
g8101,g8101,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.034515844,-2.750286568,-2.750286568,-2.301308314,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g8102,g8102,-0.911498513,3.679859492,-0.477226834,-0.303993328,0.430176822,-0.135427981,0.890750903,-0.383020662,0.527688832,-1.563158642,0.407638507,-2.750286568
g8103,g8103,-2.750286568,-0.211267691,-1.163161072,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-1.667856845,-1.565354625,-2.750286568,-2.750286568
g8104,g8104,7.966343329,6.647360863,7.992487255,8.332795241,8.292396337,8.314784327,7.978834377,8.76431578,8.701288793,7.119657844,7.695657273,7.301230788
g8105,g8105,4.481239631,-2.750286568,3.57758556,4.918193102,4.442299348,3.767264245,3.888737307,3.961352753,4.777470278,2.530780558,4.09650138,3.065256821
g8106,g8106,6.569166573,6.42901917,6.393505004,5.977021624,6.55426372,6.587867062,7.544987849,6.097200279,6.418476962,6.069882418,7.90774148,6.667784522
g8107,FUT3,5.109299203,4.045135408,3.625833306,4.226195279,4.374232378,3.312372538,3.926732842,3.682408029,4.101177118,3.731221405,4.652389531,4.331623186
g8108,g8108,-2.750286568,-0.423041578,1.401075209,-1.267010079,-2.750286568,0.183485234,-2.750286568,-2.750286568,0.932731503,-1.227357934,-2.750286568,-2.750286568
g8109,CHN1,6.388158573,6.119001059,6.105984464,5.98635803,6.010046195,6.296769805,7.081336727,6.11625559,6.063890635,6.573988648,6.417432284,7.248639585
g811,g811,-0.732545855,-2.750286568,-2.750286568,-1.150331708,-2.750286568,-2.750286568,-2.750286568,-1.972737032,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g8110,g8110,-2.750286568,-2.166782745,-0.802934255,-0.313443648,0.636467984,1.018799336,-0.533892376,-2.008406774,-2.750286568,-2.07283528,0.381275337,-0.061544135
g8111,g8111,-1.579801761,-2.750286568,-1.512176778,-0.377615277,-0.918812154,3.997789437,-2.750286568,-0.940008754,-2.750286568,-2.750286568,0.009666825,-2.750286568
g8112,SRSF7,6.128284922,6.355001306,5.90554128,5.946250353,6.028942824,5.669857387,5.699892197,5.837742609,6.052829954,6.278975273,5.501717356,5.602356791
g8113,g8113,7.813852627,7.234447278,7.415477692,7.467940868,7.801743848,8.316725944,8.251592321,7.367827552,6.991763926,7.18391951,7.037194962,7.957812959
g8114,g8114,4.88935019,3.979764351,2.998441243,5.171635303,2.051545294,4.94634922,4.716629687,4.073640974,-2.750286568,4.072836153,5.171404096,4.837439374
g8115,g8115,4.202454712,3.642601743,4.009308148,4.580154847,4.087655843,4.083916774,4.158078789,3.834285432,4.191360911,3.681852928,3.86438624,4.5325087
g8116,ASIC5,3.080401209,2.508323751,2.637215851,3.485305421,2.635605105,2.155737428,2.642598709,1.618916722,2.786725379,1.587662853,2.040074891,1.5883269
g8117,foxh1,1.242439466,-1.42482881,0.470827483,0.512606457,0.707133621,0.499394175,0.065667539,0.393869471,-0.503881254,0.213268866,0.751693974,1.877804579
g8118,g8118,1.071795349,0.979021639,1.616115241,1.889635086,2.123132315,2.943971306,1.230657122,2.11222767,1.887321077,0.831656172,0.830957335,2.066187175
g8119,VIM,7.220785623,7.417782341,7.480398243,8.387338517,8.16098525,8.597480049,7.024660559,8.671635717,7.937598833,7.920838055,8.480620744,7.535740406
g812,g812,-2.750286568,-2.750286568,-2.027628165,-0.67887222,-0.547955566,0.816024051,-2.750286568,-2.750286568,1.196400839,-1.060386721,-1.481031665,-0.004458904
g8120,g8120,2.10477703,0.8312913,0.262710013,1.709540677,0.451213799,2.159121738,2.994388555,0.876326314,1.082433374,1.435340207,2.139707015,1.500852908
g8121,g8121,-2.750286568,-2.750286568,-0.100730933,0.368470873,0.731058579,0.162236502,-1.058517129,-0.733071889,-0.569252816,-2.061041095,-2.750286568,-0.219327908
g8122,g8122,1.983123079,3.370275751,2.10602392,1.469902254,1.448291439,2.957278877,4.170418656,4.37987642,3.279009489,2.639190739,5.450252556,3.223853927
g8123,g8123,-0.12216462,-2.750286568,-1.871236367,1.616211348,-2.750286568,-0.760323213,-0.985468338,-1.074639996,-2.750286568,-1.891674912,1.510013536,-2.174042007
g8124,ACVR1,4.947816483,4.78485547,4.282579405,4.049266308,4.341778826,4.875062607,4.610156519,3.970303685,3.862598277,4.097004015,4.23641659,4.54332872
g8125,WAC,5.737593922,5.73657029,5.642390588,5.574077771,5.350129595,5.65333409,6.080775567,5.782601942,4.967083166,5.070704044,5.446913122,5.790523724
g8126,g8126,4.654626872,3.464621391,3.522533848,4.82851133,4.189752674,3.175314191,5.666038886,4.236519206,4.472075705,4.471275222,4.900205716,4.408160289
g8127,g8127,6.955394368,6.646147625,7.273409746,8.046110822,7.480558314,7.573050765,7.146096185,8.896074845,7.641384203,7.741652246,8.580957391,6.776659556
g8128,g8128,6.640515262,7.421187981,7.91088374,7.781267388,6.464906648,7.007368594,6.724339692,7.991525078,7.353198192,7.523101601,7.454153107,7.821739148
g8129,STX1A,6.117445615,5.986699443,5.858780609,5.812417129,5.868305746,6.167250182,6.200501144,5.532544011,5.734622725,5.207024375,5.990855259,6.0368269
g813,g813,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g8130,RARB,6.553881205,6.555353697,6.879970306,6.522896367,6.669358994,6.503583648,7.358730308,6.373179198,5.749664613,6.026092125,5.882782233,6.923227964
g8131,DNAH7,7.398398819,6.909730737,7.965110673,8.403037308,8.526451169,8.219374093,6.959964398,9.158107946,8.207982371,7.990043474,8.110137107,6.467046395
g8132,KANSL2,-2.750286568,-2.750286568,-1.128540031,-2.750286568,0.308371658,-2.750286568,-2.750286568,-1.615907302,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g8133,KANSL2,-2.750286568,-2.750286568,0.547201134,-2.750286568,0.132107454,-2.750286568,-2.750286568,0.028300838,1.111037015,-2.750286568,-2.750286568,-2.750286568
g8134,KANSL2,-2.750286568,-2.750286568,1.427203163,-2.750286568,-2.750286568,-2.750286568,-2.750286568,1.38483903,0.664229679,-2.750286568,-2.750286568,-2.750286568
g8135,g8135,-0.129506543,-2.750286568,-1.485690324,1.722938267,-1.079217826,-2.201882427,-0.047715622,-1.952207534,-2.750286568,-1.680921812,-2.750286568,0.814297911
g8136,g8136,2.763951611,-0.47766693,4.218412529,5.391691091,5.589192984,4.957366468,3.783354938,4.181801638,4.427737363,4.753340056,5.663409238,1.128228243
g8137,KANSL2,5.960833027,6.055377145,5.582804423,5.806103188,5.956852675,5.948099053,5.846627638,5.952389989,5.419404966,5.730521197,6.188862374,6.005873694
g8138,g8138,4.641446945,3.634853229,4.179192331,3.762397199,4.704037089,6.121332921,4.5385141,4.274036274,4.333421982,4.212025263,4.405499956,4.877952668
g8139,g8139,-2.23291728,-2.750286568,-1.958441557,-0.371365064,-0.413960429,-1.833548393,-2.750286568,-1.272564006,-2.750286568,-1.188792811,-2.750286568,0.376680109
g814,g814,0.139245596,0.530485341,0.332919166,-0.198994836,0.866674807,-0.073568808,-2.065513828,-0.648528281,1.426517128,-1.884274988,0.995525174,-1.629387522
g8140,g8140,3.529611855,4.164077643,4.858462727,2.244330735,4.483503381,3.327279185,4.142573294,4.308256901,3.864828663,4.138889386,4.808141347,5.996725861
g8141,g8141,1.112942295,4.371932557,0.443655624,3.19586298,0.830857085,2.197223856,-2.750286568,3.375799203,1.720741673,0.908253411,1.414995457,2.675578675
g8142,g8142,-0.69038892,0.258175811,1.037924256,0.02908874,2.078127433,-2.750286568,-0.114233253,-0.429148266,0.082196158,0.20537769,-1.72046988,-1.92791543
g8143,AZI2,6.067261433,5.711521783,5.952554634,5.930243626,5.896619005,6.453740055,6.39332739,5.705144267,6.031942941,5.487117191,6.524188334,6.337572806
g8144,MRC1,7.30877011,5.720546298,7.469328807,7.512728975,7.134102412,7.509049189,6.994789509,7.834676252,6.837211011,6.563678763,8.041452855,7.578795949
g8145,g8145,0.706836391,0.431388744,0.684404396,-0.41315178,0.21429748,-0.225593861,1.016668738,-1.974750139,-1.071974324,-1.080491429,1.46867996,0.312358612
g8146,ALDH5A1,6.162872905,5.992985229,5.366491087,6.131465634,5.709772812,5.855383871,6.454050842,6.190325146,5.422914939,5.645987639,6.133265035,6.233477507
g8147,VIM,4.236536374,5.009784956,4.191794898,4.587608986,4.841778481,4.249724664,4.416939117,4.355597612,4.616297995,4.029777576,5.737090404,4.78906797
g8148,g8148,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.319338661
g8149,g8149,2.354930427,2.223801865,2.289376836,2.703193692,1.574040481,2.068704072,2.005249763,3.128577457,1.922750727,1.917766464,1.805540685,2.668489199
g815,g815,-2.750286568,-2.750286568,-0.841706476,0.319108261,-1.166853758,-0.870627762,-0.362619076,-1.705015421,-0.039434468,-0.77010517,-2.121896282,-2.750286568
g8150,g8150,8.356957842,8.238916446,8.241997656,7.016623695,7.510908939,6.567710219,9.1965871,7.964806848,6.822697479,7.367711036,7.62645407,7.041668548
g8151,g8151,6.997644999,6.843109594,6.751541827,6.857118914,6.781063409,6.729771294,6.713775308,7.134051925,6.971640486,6.607160852,6.945524979,6.635862088
g8152,TRPA1,5.33579841,4.553619186,4.797110905,5.110395945,4.904179468,4.746222918,4.380924734,4.555804451,4.121781667,4.588130738,5.128362424,4.817265815
g8153,TRPA1,0.225203047,0.017275166,2.799092507,2.782045358,2.94141919,2.302458421,-0.558536589,2.53268844,0.780273254,-0.99976422,1.125832491,-2.750286568
g8154,RBM48,5.067915104,4.301937697,5.119868206,4.655813665,4.871732845,5.068842094,4.477469065,4.728259266,4.859960206,4.435563177,5.02871202,5.110613037
g8155,CASC3,5.457827277,4.847386017,5.733884356,4.553938303,5.195386241,5.691900202,4.992910247,4.950566171,5.795279011,5.089795077,5.109014237,6.060670643
g8156,RDH10,4.600667028,4.428496463,4.647944544,4.687854738,4.769283258,4.62705836,4.985841006,4.183280869,3.963361638,3.613134974,4.295857368,4.213678942
g8157,GINS2,3.819822969,3.586038141,3.616129864,3.511280863,3.440413078,3.737408815,3.718121716,3.144056647,2.890592348,3.143516103,2.856477815,3.486716952
g8158,INTS2,5.359822427,5.436357296,5.109023738,5.196998347,5.301136253,5.448405911,5.291090733,5.196458266,5.179370439,4.921805429,4.900788223,5.36182029
g8159,MSANTD3,3.718098691,2.207111094,3.308368413,2.819519915,2.72613251,3.188999538,3.655786616,3.16658118,2.571281595,0.979835397,2.717205132,2.523052082
g816,g816,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.310888562,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g8160,KCNMB4,-0.04486189,-1.769695064,-0.564675478,0.310273657,0.613642146,-0.456050213,-1.663930071,0.493704116,-1.123641817,0.617270014,-0.4153301,-0.347214447
g8161,ATP13A3,3.312393188,3.214569716,4.205859768,3.614616677,2.901724723,3.47865369,2.72600129,2.917038549,2.659045634,2.184911416,3.37678724,2.771747014
g8162,g8162,5.149765859,3.684518996,4.552810101,4.415968356,4.606162957,4.462553383,3.738149255,4.240622834,3.368607019,2.925750669,4.962198335,4.261490716
g8163,ZNF622,5.454812447,5.374095261,4.848059102,4.999998857,4.487144,4.923914659,5.456369349,5.007807838,4.664619639,4.958764508,5.355767949,5.197695925
g8164,g8164,5.008924748,5.63509885,5.998500248,5.675801218,3.9537162,5.67664105,5.39647989,5.850263336,5.477841582,5.159241646,5.995279308,6.764355366
g8165,SGSH,4.634104814,3.926464941,3.42585256,4.445084987,4.728822141,4.367944914,4.141807207,4.662743859,4.365593963,4.292862306,-1.392722864,3.184335252
g8166,DECR2,4.869269314,4.360210261,3.656959774,5.103047503,5.51649528,4.615451049,4.606528253,5.106686977,4.883462972,4.595488607,3.846843845,3.496465806
g8167,KLHL40,2.976519163,0.91493457,2.214366338,2.30237149,1.427960748,1.594620169,1.47038174,1.157736582,1.919786209,1.837806859,1.203854564,1.141441979
g8168,g8168,4.654016398,4.566525591,5.396282051,4.616385791,5.453904138,5.30981361,6.169543983,5.086223839,4.634730361,5.536610416,6.146410902,6.344864391
g8169,STAT5B,7.408242145,7.107762446,7.273891416,7.381599674,7.020431104,7.457704469,7.017063086,7.45479699,7.303300837,7.117663097,7.766948411,7.173341562
g817,g817,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g8170,g8170,6.724760063,6.619595626,6.81417569,6.851515189,6.856127229,6.76565926,5.886940302,6.323486308,5.484448986,5.170175727,6.026600644,5.662188371
g8171,STK38,5.880269495,5.880406265,5.554200268,5.623403943,5.604132954,5.544250678,5.983273449,5.582508574,5.314999974,5.352170653,5.713328674,5.917950342
g8172,CTRC,3.347454902,2.502155935,2.27338831,4.288157469,5.310408087,3.695335236,2.174456629,3.865618926,3.076749823,3.73499979,4.593835958,2.469151996
g8173,COPG2,7.753470467,7.825800938,7.862940975,7.818645691,7.400467824,7.738335381,7.9082394,7.811820574,7.331027955,7.200090007,7.714234192,7.701368429
g8174,g8174,-1.318764199,-0.985639343,-2.750286568,-1.613606021,-0.658812944,-1.078895379,-2.750286568,-1.453331431,-1.423332847,-2.750286568,-2.750286568,-2.3055074
g8175,EPC1,7.619939671,7.575263795,7.796201925,7.555358088,7.739319198,7.812956409,7.595937701,7.433592168,7.298063722,7.328596107,7.420762254,7.706919413
g8176,cdk2,6.050483267,6.052417897,5.772722213,6.11016669,6.244497513,5.923028969,5.568307638,5.21202255,5.782671637,5.278291077,5.778040306,5.372735753
g8177,AP3M2,5.650752599,5.21812841,5.432548023,5.718237293,5.267261747,5.389173371,5.343414917,5.249747806,5.208468117,4.733324608,5.223261601,5.190091926
g8178,TMEM127,4.529833577,4.269656788,4.257805887,4.932573721,4.353911938,4.743441068,4.971394738,4.447911665,3.469007249,4.131154183,4.399798127,4.78654499
g8179,RHEB,4.526467018,3.988537751,4.447970332,4.058178474,4.270819123,4.430645713,3.778508969,2.582995407,4.121343246,3.423828654,4.335927221,3.726446662
g818,g818,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g8180,APMAP,2.174596667,2.815092074,2.832053057,3.128225228,3.170063705,2.755959043,2.559460829,3.205886288,-1.408395848,2.903539677,3.023960373,1.811263454
