Gene,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val,B
g5521,HS6ST1,-0.419348335,2.986881822,-1.223784777,0.242811667,0.719270355,-4.988864343
g5522,TMEM254,0.194864117,2.552211534,0.472941586,0.644119003,0.920170004,-5.424052459
g5523,SERP2,-0.139883485,4.64529865,-0.366914578,0.719602493,0.9443455,-5.976079403
g5524,g5524,0.379958336,-0.576292228,0.487183732,0.634262684,0.916871864,-4.816977175
g5525,g5525,0.331490576,3.486221782,0.805949045,0.434808204,0.834388496,-5.484133431
g5528,g5528,-1.420788752,0.436352683,-1.32775963,0.207164485,0.687936209,-4.518047183
g5529,RPL35A,-0.108469935,9.508030128,-0.409901562,0.688571306,0.93710094,-6.048817987
g5530,COTL1,0.093097429,6.392528622,0.286138242,0.779293808,0.960112217,-6.168535199
g5531,g5531,0.1832652,2.768000052,0.124519012,0.902814518,0.984568214,-5.548221891
g5532,SAMD3,-1.55137802,-0.23524011,-1.59583635,0.134605202,0.616900257,-4.371474404
g5533,g5533,0.153725812,8.531185493,0.285954051,0.77943177,0.960112217,-6.127038709
g5536,g5536,-0.173255281,9.127042145,-0.60868181,0.553252403,0.885127814,-5.962160151
g5537,g5537,0.078428083,3.405977567,0.339004713,0.740034816,0.951584008,-5.701433654
g5538,KIF9,-0.350233972,5.543073949,-1.360019068,0.197007433,0.682249339,-5.271978655
g5539,g5539,-0.402836995,4.067143967,-2.095626797,0.056316218,0.503917749,-4.045666111
g5540,ARHGEF26,-0.751321422,6.642487571,-2.117991266,0.05407582,0.497352299,-4.22894503
g5541,USP9X,0.202036124,7.673552744,1.652578286,0.122417674,0.605286108,-4.921225231
g5543,AMMECR1L,0.039820634,5.12380683,0.280966174,0.783170745,0.960729333,-6.069204575
g5544,ANAPC10,0.262204846,3.624835688,1.29281662,0.218641713,0.699033035,-5.045473431
g5545,g5545,-0.142629663,5.872450751,-0.891094902,0.389118221,0.812402809,-5.78752863
g5546,ITFG2,0.010759653,4.244933471,0.036896543,0.971129629,0.995620043,-5.954994812
g5547,g5547,-0.508614266,2.139454548,-1.112549722,0.286108243,0.75057579,-4.8963894
g5548,g5548,0.617446078,1.631508268,0.744283518,0.469982585,0.848244873,-5.051451903
g5549,g5549,0.132662313,2.984376747,0.216704273,0.831811925,0.970607451,-5.647727227
g5550,g5550,0.66811447,3.653261599,1.611638288,0.131109705,0.614366147,-4.650824131
g5551,PM20D1,-0.250364523,6.17462244,-2.229503001,0.044095927,0.475229435,-4.044166273
g5554,NSUN5,0.085350334,4.647715917,0.388899952,0.703662882,0.940326235,-5.958676687
g5555,CCNL1,-0.169185359,6.400713568,-1.014068202,0.329104211,0.78046013,-5.699325934
g5556,SLC25A11,-0.19568282,4.899849464,-1.089364281,0.295830439,0.759696917,-5.498831394
g5557,TMEM30A,0.260483092,6.309694414,1.725917864,0.108101546,0.586433831,-4.827290313
g5558,DYRK2,-0.276584636,7.292170484,-1.965807202,0.071112515,0.534226652,-4.468196575
g5559,g5559,0.224645575,1.400881538,0.173028072,0.865301799,0.977415189,-5.286837601
g5560,MPC2,-0.003226112,4.164733238,-0.01630158,0.987242024,0.998274455,-5.949050143
g5561,TMCC2,0.461573544,7.933158797,1.202082533,0.250830929,0.727554208,-5.481433901
g5562,WSCD1,-0.380455137,4.492800621,-2.354797442,0.034962591,0.436532266,-3.688700766
g5563,g5563,-0.012857625,5.519488332,-0.051272074,0.959890358,0.994892321,-6.156451225
g5564,LRP5L,0.477909668,0.25440362,0.564607714,0.581979252,0.896457771,-4.902528427
g5565,g5565,-0.16649635,3.117789893,-0.42311598,0.679145668,0.932646453,-5.596216519
g5566,g5566,0.39627563,0.213855611,0.378288323,0.711338797,0.942725061,-4.933238965
g5567,CHST9,-0.049112489,2.330510011,-0.129957468,0.898594994,0.983436952,-5.480595441
g557,g557,-0.600862825,-0.692136926,-0.501100473,0.624701172,0.912738762,-4.791707588
g5570,CHST9,-0.583366413,-0.770029497,-0.386056751,0.70571624,0.942110206,-4.856994666
g5571,g5571,0.105918541,3.076411946,0.266765959,0.79384584,0.962602668,-5.657576464
g5572,g5572,0.127735409,-0.306862364,0.176156376,0.862893224,0.976874583,-4.898443584
g5577,PEX5L,0.655761712,-0.545288802,0.556217494,0.587535255,0.897609044,-4.816506604
g5578,PEX5L,-0.387896382,-0.186327545,-0.327380557,0.748606691,0.953976594,-4.892408857
g5579,PEX5,-0.133099672,0.736437044,-0.257467254,0.800859847,0.964074344,-5.019538651
g5580,PEX5L,0.137521702,0.600023768,0.179685836,0.860177501,0.976874583,-5.013012722
g5581,PEX5,0.001815271,5.079887807,0.013736747,0.98924917,0.998414919,-6.107957865
g5582,RAP1GAP,0.60230487,7.888482605,5.156967555,0.000186091,0.077279232,1.032553067
g5583,RAP1GAP,0.231860978,2.03029992,0.853512536,0.408869951,0.82099167,-5.071882409
g5584,g5584,0.886527802,1.697873833,3.322493996,0.005523497,0.247604163,-2.366953548
g5585,g5585,0.148466195,3.616178618,0.505752692,0.621520449,0.910757491,-5.697991333
g5586,XPO6,0.067593748,5.04448803,0.514724803,0.615408553,0.908501236,-5.964552664
g5587,ACTR5,-0.002457833,4.846332495,-0.020664944,0.983827627,0.997763038,-6.069743835
g5588,TMED2,-0.257030469,6.731968599,-1.916459963,0.077617795,0.5400849,-4.55021621
g5589,SMPDL3B,0.071172778,5.693667665,0.280299315,0.783671058,0.960943256,-6.12861664
g5590,LRRC31,0.103086764,5.2479061,0.408358682,0.689675395,0.937140495,-6.04244982
g5591,CIITA,0.267225987,4.173622393,1.326230102,0.207656444,0.688268798,-5.125281489
g5592,g5592,0.170091485,1.28367302,0.390898134,0.702221241,0.939176815,-5.138624567
g5593,CIITA/LRRC31,-0.10538377,3.410506577,-0.27904777,0.784610304,0.961131526,-5.730752377
g5595,g5595,0.874937936,1.008515957,1.105456469,0.289056669,0.754135008,-4.725218281
g5596,HSPA9,0.368631344,8.549850468,1.794316472,0.096105926,0.564321841,-4.693112264
g5597,DHX35,-0.068865522,3.772651941,-0.385274283,0.70628176,0.942177437,-5.77049096
g5598,CMTR2,-0.016696367,4.768482729,-0.102392606,0.920012006,0.986905719,-6.057132953
g5599,PXMP4,0.137229371,3.831971121,0.811739388,0.431594617,0.832540365,-5.548431869
g56,CIITA,1.164307133,1.152822199,1.179278779,0.259478469,0.731714616,-4.652441159
g5600,TRNT1,-0.042329566,4.607372239,-0.219941458,0.829342408,0.96990949,-6.014280799
g5601,SGPP2,0.330949653,5.831213199,1.312150192,0.212229753,0.693614598,-5.354856337
g5602,g5602,-0.580913095,1.128930987,-0.797784882,0.439365432,0.837378053,-4.925547938
g5603,ZBTB18,0.125548734,5.972985539,1.039182363,0.317715256,0.775822781,-5.66017935
g5605,g5605,0.690891708,4.613792204,1.316910749,0.210674441,0.691685531,-5.192254261
g5606,PEX14,0.142714674,4.274072287,0.60334984,0.556686039,0.886964411,-5.779620373
g5607,HECTD2,0.052762041,3.929934203,0.253600012,0.803782244,0.964972001,-5.867227947
g5608,g5608,0.303517009,-0.753773941,0.399957825,0.695699994,0.937140495,-4.802679313
g5609,SESN1,0.212928248,8.867755397,0.861057959,0.404851565,0.819031816,-5.787939821
g561,DNAJC13,0.336877936,7.42359123,2.271350447,0.040819661,0.46437351,-3.975611252
g5610,MGAM,0.204312054,5.910953665,0.45360144,0.657616055,0.924049113,-6.089904848
g5611,ALDH1A1,-0.037739972,2.698840871,-0.117303455,0.908417564,0.984943878,-5.54352744
g5612,ALDH1A1,-0.076708812,6.0736673,-0.356669476,0.727077734,0.946879018,-6.132001723
g5613,g5613,-0.079059083,5.440073713,-0.540273094,0.598168775,0.902410336,-5.999979617
g5614,SPATS1,-0.39157357,3.99994486,-1.093723621,0.293983791,0.758440177,-5.342185239
g5615,C21orf59,-0.413687074,4.910134584,-1.595709416,0.134633604,0.616900257,-4.894044283
g5616,g5616,-0.040656439,2.375776837,-0.170122332,0.867540271,0.977420098,-5.455954354
g5617,GTPBP3,0.239244999,1.216545096,0.556690418,0.587221355,0.897609044,-5.059953241
g5618,SELENOO,-0.207300259,5.911706554,-1.406636263,0.183054101,0.67102225,-5.240525665
g5619,AQR,0.24326425,6.596027192,1.320598041,0.209476122,0.69072028,-5.370151031
g562,g562,-0.319397159,0.775538222,-0.67560194,0.511166008,0.867032825,-4.912315636
g5620,TPM3,1.07097422,2.346398792,1.310331414,0.212826407,0.694895846,-4.725898624
g5621,SERINC5,0.048520171,7.040128418,0.171627933,0.866380264,0.977415189,-6.198701977
g5623,ZBTB18,-0.248782873,3.484441552,-1.200624105,0.251377175,0.727860103,-5.110824155
g5624,IDH2,0.206839255,9.278941782,1.579914118,0.138208494,0.621735634,-4.97441693
g5625,TICRR,-0.056299652,4.273548058,-0.334154971,0.743606795,0.951993396,-5.905881705
g5626,ATP7B,0.181737223,7.159994206,1.489386558,0.160308143,0.650574234,-5.155017826
g5627,g5627,-1.776189306,-0.053006026,-2.21585352,0.045217166,0.476766895,-4.003899138
g5628,IL17C,-0.640586037,4.320900677,-1.336661192,0.204320125,0.687019771,-5.125340717
g5629,ZFAND2B,-0.23431076,4.620828006,-0.79538346,0.440711727,0.837378053,-5.724867941
g563,GALNT3,1.176931398,0.469741376,0.928043423,0.370342997,0.804718737,-4.764641795
g5630,SUB1,0.196075961,4.697077246,1.02920528,0.322204724,0.777968408,-5.532871496
g5632,SLC5A8,-0.181108716,-0.172131439,-0.182968233,0.857653538,0.975685661,-4.918261001
g5633,g5633,-0.002398744,3.460825245,-0.009581796,0.992500841,0.998424114,-5.760768628
g5634,RAD51AP1,-0.275729857,2.650850867,-0.943379297,0.362737809,0.799933677,-5.140488316
g5635,COMP,-0.469071332,6.285990899,-2.049952076,0.061162263,0.517273744,-4.335394775
g5636,GAS2L2,0.005394572,5.648237585,0.019246451,0.984937586,0.997763038,-6.177504753
g5637,NCAN,-2.64994779,3.097526209,-2.259358427,0.041734211,0.467583485,-3.624005613
g5639,g5639,0.050817745,3.777937019,0.237074788,0.81630412,0.966202545,-5.832233781
g564,g564,1.298226457,4.098267729,0.802543335,0.436705546,0.835951833,-5.609074642
g5640,g5640,-0.107561699,6.436382481,-0.604557025,0.555907629,0.88672835,-6.026098074
g5641,C15orf65,-0.429002201,4.358378289,-1.439873992,0.173613661,0.665224777,-5.025742462
g5642,CERS2,0.036148262,5.255123339,0.187894089,0.853868919,0.975112302,-6.110183099
g5647,g5647,1.473009413,1.807915473,1.598020663,0.134117265,0.61683779,-4.344523752
g5648,STXBP6,0.174512011,3.337348607,1.015220343,0.328575324,0.780406946,-5.264914561
g5649,ADPRM,-0.718286423,2.687442349,-2.50463098,0.026402225,0.400476745,-3.27686112
g565,g565,-0.314983683,2.786648656,-1.192072857,0.254598689,0.730300757,-4.96496455
g5650,AMN1,-0.335140236,1.89260063,-1.32662326,0.207529897,0.688268798,-4.65718592
g5651,PEX12,-0.049418184,3.133879241,-0.28392113,0.78095499,0.960112217,-5.641209319
g5652,TSR1,0.238053698,6.399355904,1.593015625,0.135237571,0.617206425,-5.016918698
g5653,RpL37A,0.055673632,8.97942558,0.144312999,0.887472745,0.980698801,-6.140072563
g5654,MARS,0.328346314,6.168520628,1.869145024,0.08435931,0.546611284,-4.61192118
g5655,GstD1,-0.202813985,5.742299587,-0.38084043,0.709489698,0.942248854,-6.109775012
g5656,g5656,0.232220638,5.363501691,1.372031204,0.193331,0.679626086,-5.244599108
g5657,g5657,0.234194605,5.134607209,1.426075769,0.177482277,0.667230196,-5.15169078
g5658,RPLP0,0.241478549,12.89980341,0.816746296,0.42882828,0.830342993,-5.678988252
g5659,CCDC42,-0.355234866,4.474423887,-0.960402467,0.354424805,0.794852167,-5.561840045
g566,FRZB,0.421890829,5.148675433,2.616922185,0.021350882,0.379962294,-3.328375136
g5660,g5660,1.154315442,7.428276152,2.392274256,0.032601035,0.425829888,-3.771566081
g5661,g5661,1.93416812,4.541590545,6.034740269,4.25254E-05,0.052657215,2.179098974
g5662,g5662,0.179962483,4.538654664,1.165231141,0.264919481,0.734049815,-5.366378608
g5663,AKT1S1,0.105600528,3.641732084,0.523257693,0.60962343,0.907177415,-5.684789814
g5664,SLC15A1,0.265512338,1.675288567,0.561289795,0.584173093,0.897143845,-5.133857656
g5666,MYH3,-0.314649385,0.856436809,-0.317732757,0.755747727,0.955110887,-5.066593446
g5667,MYH3,0.062999203,0.26479539,0.055596011,0.95651139,0.994387661,-4.938328451
g5668,g5668,-0.343477084,4.901238709,-1.061655612,0.30777129,0.76829831,-5.532625833
g5669,g5669,0.708536044,0.198944001,0.782498444,0.447980469,0.840205861,-4.805091719
g5670,ALS2,-0.109273763,5.466012045,-0.991080644,0.339785717,0.788395578,-5.665663098
g5671,PPP1R3B,-0.396493382,4.63886895,-2.86379067,0.013332562,0.341128,-2.855705767
g5672,MFGE8,0.425694571,2.729723143,0.844779145,0.413554059,0.82283102,-5.274686519
g5673,MFGE8,0.276628822,4.068420289,0.744662432,0.469761188,0.848244873,-5.653154689
g5674,eef1g,-0.008287087,10.65867877,-0.081325299,0.936425471,0.990684044,-6.089506806
g5675,NCDN,-0.123898567,4.310617345,-0.726085717,0.480691188,0.852671783,-5.712984369
g5676,PSMG2,0.000149115,3.578679301,0.00061322,0.999520058,0.999897043,-5.804772004
g5677,MTX1,-0.333551341,4.810256968,-2.035346398,0.062791637,0.519661294,-4.243535968
g5678,PPP1R3B,0.779578396,6.497843835,2.672367917,0.019216201,0.370952539,-3.296977555
g5679,FMNL2,0.576505677,6.711562812,1.809666559,0.093582955,0.561337003,-4.709837439
g5680,45353,0.384662586,3.449896062,1.990305671,0.068071915,0.530376271,-4.107566396
g5681,g5681,0.343172406,3.667492578,0.851867171,0.409749724,0.821145265,-5.48064397
g5682,g5682,-0.413798509,-1.219004299,-0.363647343,0.721983186,0.945262585,-4.780346326
g5683,COLEC11,0.265482404,4.169184731,0.548419832,0.592723387,0.89948866,-5.802718505
g5684,g5684,-0.388903081,4.415813472,-0.864536242,0.403008098,0.817878663,-5.617805178
g5685,g5685,-0.020515823,0.323243291,-0.012001265,0.99060734,0.998414919,-4.994738405
g5687,g5687,0.651855851,2.105164556,1.611887035,0.131055315,0.614366147,-4.399034545
g569,eff,-0.466777926,-0.417764261,-0.29763302,0.770699541,0.958551786,-4.8742355
g5691,g5691,0.865360314,2.785337438,1.415863142,0.180391615,0.670037236,-4.732950597
g5693,g5693,-0.443079514,2.490994308,-1.232731962,0.239564806,0.715722914,-4.859900888
g5694,SFTPD,-0.310172383,0.58607196,-0.540702368,0.59788121,0.902274247,-4.932216092
g5695,g5695,0.003976868,1.765528761,0.005363331,0.99580236,0.999379236,-5.293537904
g5696,AKTIP,-0.096570281,4.605957558,-0.560246935,0.584863531,0.897368866,-5.87125227
g5697,SLC40A1,-0.371576889,5.454056343,-2.351647937,0.035168323,0.437490175,-3.798497938
g5698,SLC40A1,0.188446138,3.114444572,0.784013367,0.447121928,0.840205861,-5.39704046
g5699,EXOC1,-0.088225607,6.332625577,-0.695963932,0.498739871,0.861412463,-5.962839545
g570,UBC31,1.22041398,-0.914199338,1.013045769,0.329574074,0.780619949,-4.633357307
g5700,CPSF6,0.226260578,6.557965226,1.507489996,0.155663042,0.643864662,-5.13430192
g5701,g5701,0.15920003,4.720985237,0.972031603,0.348823832,0.791254464,-5.587489181
g5702,ALG2,0.04984,4.78025117,0.412695254,0.686574024,0.93584146,-5.973071363
g5703,MGST3,0.021386333,6.605012616,0.13257778,0.896563114,0.982605393,-6.20584326
g5704,NIP7,-0.07924179,4.338134976,-0.353880307,0.729117909,0.947161725,-5.915202911
g5705,PEX13,0.213107997,3.726791232,0.917239282,0.375766974,0.806858198,-5.442547456
g5706,TSTA3,-0.034607456,5.734624796,-0.196810206,0.847028143,0.974088911,-6.156611615
g5707,DMXL1,0.419899056,6.633127138,4.300941057,0.00086719,0.140484911,-0.404343951
g5708,DNPH1,0.110718724,3.952450837,0.516617764,0.614122834,0.908182954,-5.773095251
g5709,LSM3,-0.373783959,4.135338727,-1.366508356,0.195014269,0.68074696,-5.065939827
g571,eff,-0.009302815,4.173912334,-0.012551677,0.99017659,0.998414919,-5.910341753
g5710,PHB,0.162090541,7.585888915,1.117342549,0.284128931,0.749062308,-5.584562065
g5711,NUDT17,0.235054027,3.693348336,0.525955646,0.607799915,0.906670246,-5.740510141
g5712,g5712,0.163671891,9.06702931,0.565101117,0.581653377,0.896457771,-5.988960396
g5713,g5713,-0.844825171,5.174142331,-3.269346275,0.006117378,0.26134486,-2.182787926
g5714,EXO1,0.040092195,3.601957228,0.19978657,0.844747406,0.97362633,-5.791775684
g5715,ADPRHL2,0.142488444,4.30098459,0.46864578,0.647105848,0.920781478,-5.875764158
g5716,g5716,-1.264626021,4.633963185,-1.180294841,0.259088301,0.731714616,-5.28087356
g5717,g5717,-1.988625446,4.403190188,-3.748493402,0.002445738,0.196153092,-1.310040737
g5719,g5719,-0.145797,8.72987699,-0.17646331,0.862656983,0.976874583,-6.141291586
g572,eff,-0.148104493,5.22843253,-0.346143144,0.73478857,0.949232137,-6.067615525
g5721,g5721,0.244206507,2.195756489,0.442741185,0.66525074,0.926027367,-5.358797535
g5722,g5722,0.642011375,3.426278143,1.049716933,0.313024904,0.771075266,-5.21765445
g5723,NOX4,-0.449987336,4.268071175,-1.06250942,0.307398087,0.768208106,-5.41051841
g5724,g5724,-0.30495527,4.589755792,-1.620168076,0.12925576,0.613516115,-4.821285666
g5725,g5725,0.052537037,4.349295751,0.137744412,0.892558968,0.981862283,-5.94907656
g5726,g5726,-0.13510911,3.258510934,-0.39144029,0.701830295,0.939134982,-5.641757362
g5727,g5727,0.440015506,3.605251142,1.266627537,0.227574432,0.707006701,-5.060232771
g5728,g5728,0.137809894,3.970029903,0.887280948,0.391092624,0.812557645,-5.523057411
g573,UBC31,-2.222838864,4.922114721,-1.486884435,0.160959286,0.651579608,-5.010449166
g5730,g5730,-0.080470421,6.485477856,-0.428107523,0.675599732,0.931149197,-6.118566249
g5733,g5733,0.536858384,1.47768901,1.285639309,0.221061346,0.700500113,-4.6324823
g5734,STAP2,0.420684082,3.601120972,1.18756328,0.256310477,0.730766622,-5.160623391
g5735,HSPG2,0.955982198,1.180087379,0.54890892,0.592397285,0.89948866,-5.046058965
g5736,Ect4,0.403349933,6.255963469,2.775673801,0.015780731,0.352903037,-3.112607142
g5737,WDR88,-0.095898608,2.898396685,-0.25288893,0.80431993,0.964972001,-5.601193699
g5738,g5738,0.291427153,3.879210375,1.86048704,0.085648828,0.547854457,-4.373876916
g5740,g5740,1.9327872,-0.821411027,1.742465049,0.105083638,0.583119361,-4.305898655
g5743,g5743,0.672587911,0.906288127,1.056301505,0.310119242,0.770746453,-4.737144542
g5744,g5744,0.95548596,3.991736534,1.368466415,0.194416115,0.680188612,-5.024922029
g5745,LCMT2,0.204884446,3.442732856,0.777997344,0.450537522,0.841009974,-5.472761408
g5746,FGF9,0.437048725,2.040489802,1.336210402,0.204463401,0.687019771,-4.672314235
g5747,MICU3,-0.049094073,5.844754186,-0.450411851,0.659854221,0.924507157,-6.081217198
g5748,g5748,-0.036275308,0.363321466,-0.031696701,0.975196752,0.995679994,-4.966843854
g5749,DYSF,0.662185925,5.900024904,4.196835282,0.00105195,0.141305265,-0.578585272
g575,UBC31,0.315771348,5.688670782,0.321804721,0.752730877,0.954612039,-6.130848927
g5750,CHST9,-0.302809142,3.653135357,-1.252770767,0.232417226,0.709646536,-5.090377547
g5751,g5751,-0.330706318,0.803977398,-0.559760759,0.585185554,0.897405101,-4.95631923
g5752,g5752,-0.097373533,1.282282248,-0.301072625,0.768133916,0.957767834,-5.152218587
g5753,SSB,-0.404774304,6.571658236,-2.978310566,0.010703288,0.323647037,-2.758245132
g5754,LMAN2,0.086859528,6.260629642,0.836377545,0.418093637,0.824945872,-5.855499347
g5755,ULK4,-0.161272613,5.892088499,-0.719626164,0.484527882,0.854784898,-5.926891887
g5756,LYST,0.380282247,6.607695771,2.895948256,0.012535732,0.335550071,-2.905979166
g5757,g5757,0.048047679,5.973230574,0.298494139,0.770056961,0.958454717,-6.150798963
g5758,STUB1,-0.254917427,4.037846125,-1.550927253,0.144981911,0.632343831,-4.819046376
g5759,USP30,0.132711084,4.537022237,0.63593356,0.535886184,0.878625735,-5.810310608
g576,g576,0.425451392,3.086630743,1.016599336,0.327943111,0.780395933,-5.219866217
g5760,CCK,-0.212393217,2.757626442,-0.690771465,0.501891483,0.862739612,-5.347893873
g5762,g5762,1.080813633,1.692406381,1.871187809,0.084057629,0.546611284,-4.07301057
g5768,g5768,0.564428702,-0.172644509,0.869860008,0.400197455,0.815522229,-4.719900966
g577,UBC4,1.246888308,3.766199545,1.605376071,0.132485431,0.615709074,-4.674932619
g5773,FN1,1.094945101,8.307935482,4.700923651,0.000417664,0.10419223,0.284127034
g5774,kinesin-7,0.013047895,3.054294696,0.019086552,0.985062707,0.997763038,-5.600208399
g5775,CNOT6L,0.070316885,5.207721223,0.47518741,0.642560049,0.919258975,-6.008283746
g5776,g5776,-0.047300447,4.195456707,-0.323128523,0.751751001,0.954203297,-5.898107146
g5777,NSFL1C,0.056918523,6.577547928,0.377368477,0.712005727,0.942797145,-6.141313965
g5778,tnfsf12,-0.996781787,3.485943027,-1.765290681,0.101043428,0.576431591,-4.406534659
g5779,TNFSF13B,-0.066823091,4.734207659,-0.172717122,0.865541286,0.977415189,-6.030138657
g578,g578,2.163426238,3.852045229,4.455122308,0.000652889,0.122302594,-0.242445776
g5780,g5780,-1.255254715,0.148338966,-0.487906917,0.633764111,0.916757068,-4.91199948
g5782,g5782,0.081639855,8.515377242,0.311025763,0.760725906,0.956212066,-6.120480242
g5783,EDIL3,-0.124028753,0.477257156,-0.102367325,0.920031681,0.986905719,-5.031481014
g5786,g5786,0.216062224,0.327944649,0.325922542,0.749684346,0.953976594,-4.977164411
g5787,g5787,0.668145057,3.100259181,0.994776251,0.338051892,0.788395578,-5.219013989
g5788,g5788,0.216791636,5.567469554,0.567196296,0.580270653,0.896225444,-5.996264096
g579,UBC4,1.34369575,3.191700899,3.058193957,0.0091805,0.308135107,-2.441658726
g5790,hpd,-0.225327173,7.032037301,-1.367167775,0.194812659,0.680631174,-5.312288165
g5791,PRMT8,0.018985749,6.929246585,0.079849147,0.937576762,0.990684044,-6.211456678
g5792,MZB1,0.013555044,4.51547101,0.047371743,0.96293899,0.995063073,-6.014814578
g5794,g5794,0.140299409,6.496119337,1.341544204,0.202773376,0.685859103,-5.343680461
g5795,g5795,-0.304340117,-0.093475299,-0.252538717,0.804584783,0.964972001,-4.943907715
g5797,g5797,0.78157274,1.991818271,0.79644953,0.440113736,0.837378053,-5.11345166
g5798,TPR,0.072745043,7.090672167,0.651478349,0.526119333,0.875122108,-5.996419357
g5799,LMF1,-0.188117663,4.780370092,-1.482488337,0.162108721,0.652508638,-5.029068155
g580,UBC4,0.356509155,4.768333283,0.977887126,0.346027549,0.790960084,-5.590269266
g5800,g5800,0.092077946,2.125565713,0.269682681,0.791649566,0.961928348,-5.383959499
g5802,g5802,-0.357688125,2.285492421,-0.947266357,0.360827674,0.799102095,-5.056978931
g5803,g5803,-0.285204172,5.101611276,-0.974974447,0.347416486,0.791001484,-5.63021733
g5804,NUP62,0.083086122,5.618008157,0.464575053,0.649942081,0.921796027,-6.059059539
g5805,TAF9B,-0.067703767,4.057472828,-0.407594386,0.690222601,0.937140495,-5.836024201
g5808,LONRF3,-0.660088697,5.520743352,-4.50774697,0.000592975,0.115225259,-0.038887468
g5809,g5809,-2.014842589,1.024513521,-3.47944587,0.00408729,0.219956431,-2.73274157
g581,UBC4,0.503391817,3.848653382,0.944271655,0.362298671,0.799640756,-5.427859172
g5816,g5816,0.022291632,5.127365477,0.092353728,0.927828989,0.989590456,-6.106638905
g5817,BBS9,-0.181138885,5.138777719,-1.121966199,0.282229329,0.747014728,-5.502749412
g5818,g5818,0.273256704,7.224306555,1.851027538,0.087078057,0.549618589,-4.643700215
g5819,g5819,0.208877898,1.464774933,0.14965906,0.883336968,0.980439782,-5.242402342
g582,UBC4,1.03136389,3.452972595,1.068987584,0.304577371,0.766481062,-5.161636801
g5820,DHDH,0.398680996,5.146090492,1.094787528,0.293534428,0.758440177,-5.534203718
g5821,SSPO,-1.248656306,-0.043452436,-1.169997,0.263063757,0.733675461,-4.585915175
g5822,g5822,0.374496391,4.668326871,1.598071234,0.134105987,0.61683779,-4.854530975
g5823,g5823,-0.216001955,0.282819278,-0.295356387,0.772399245,0.958551786,-4.965020125
g5827,g5827,-0.909802752,0.698815398,-0.990523954,0.340047444,0.788395578,-4.746846728
g5828,g5828,1.361130197,-0.753545423,1.23998565,0.236957718,0.712812083,-4.54669794
g583,ARMC1,-0.15343382,4.537232146,-0.97532525,0.347248992,0.791001484,-5.547282282
g5831,g5831,-1.920970143,1.566686223,-2.027286886,0.06370782,0.520296744,-3.902136442
g5833,g5833,2.156837187,-0.517081987,2.001473892,0.06672581,0.525274517,-4.17492368
g5834,g5834,-0.555916609,0.853499902,-1.028793604,0.32239096,0.777968408,-4.74073863
g5835,LRGUK,-0.056907439,6.786017244,-0.163159244,0.872909175,0.978695119,-6.201148824
g5836,NUP98,0.262619447,7.057640852,2.032672131,0.063094283,0.519661294,-4.367676391
g5837,g5837,-0.430338254,0.120841597,-0.797507857,0.439520604,0.837378053,-4.778643979
g5838,g5838,-0.996074707,2.397102249,-2.066760637,0.05933561,0.511480356,-3.870533714
g584,SUDS3,-0.237921917,3.612453059,-1.435060172,0.174955241,0.665224777,-4.879258601
g5840,CIITA/NLRP14,-0.490659934,-0.231607072,-0.452107487,0.65866395,0.924310472,-4.884878156
g5841,g5841,0.445739053,4.397011768,1.201644486,0.2509949,0.727554208,-5.295463787
g5845,SAMD3,-0.748130737,1.206378346,-0.85818778,0.406376983,0.819872883,-4.887498949
g5846,AK3,0.211624063,3.971240764,0.889201685,0.390097449,0.812440007,-5.523305934
g5847,LRRC43,0.101748162,5.386904367,0.287131832,0.77854972,0.959928405,-6.106835992
g5848,g5848,1.35974019,6.073248598,2.772535549,0.015875623,0.353720013,-3.101398266
g5849,MYO19,0.115983846,5.755764198,0.848891014,0.411344265,0.821836634,-5.816314227
g585,g585,0.891746997,3.211835698,2.065746465,0.059444375,0.511480356,-3.959668182
g5851,RABEP1,0.050752619,4.383589562,0.261697808,0.797666473,0.963786559,-5.947359784
g5852,CAMKK2,-0.216938284,4.328140989,-1.550989072,0.144967168,0.632343831,-4.868397179
g5853,BRSK1,0.379081647,5.237981204,1.913504666,0.078024088,0.540348371,-4.485588945
g5854,SLC35F6,0.320349365,7.677952349,1.891220583,0.081150508,0.54492363,-4.572969652
g5855,LRR1,0.022091573,4.347553396,0.081551008,0.936249448,0.990684044,-5.985124911
g5859,HNRNPAB,0.682820812,2.491385976,0.668462718,0.515565341,0.869755804,-5.302839818
g586,g586,-0.155502902,2.157200061,-0.606532492,0.554635105,0.885620023,-5.24874104
g5860,g5860,-0.254149795,1.229719155,-0.748559587,0.467487848,0.847982611,-4.963438558
g5861,ALG8,-0.131202349,5.483665301,-0.721223137,0.483577624,0.854784898,-5.894160036
g5862,UBOX5/ACOT13,-0.317856152,4.040020958,-2.084915895,0.057419518,0.50700425,-4.058623679
g5863,BAIAP2,-0.250004654,5.202565973,-1.402972839,0.184120208,0.671582063,-5.182365148
g5864,SPG7,-0.694409119,5.84808478,-2.403254492,0.031938527,0.423460011,-3.738094118
g5866,TAF6L,-0.370755149,3.690689425,-1.471902962,0.164904891,0.655210846,-4.852370759
g5867,KIAA1468,-0.15591037,4.01712266,-1.031701937,0.321076959,0.777968408,-5.397694766
g5868,PM20D1,1.453563319,2.814518435,2.389640502,0.03276189,0.426071388,-3.442867438
